TransactionID,TransactionDate,ProductName,ExpiryDate,Quantity,UnitPrice,TotalPrice,Channel,PaymentMethod,AppliedDiscounts,EffectiveDiscount,FinalPrice
3f3bfb94-c1dc-43f7-b2c3-6ed4b0dd3e48,2023-05-12,Kolrabi,2023-05-20,14,29.13,407.82,App,Visa,"Expiration Discount:22.0%;Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",18.5,332.3733
b5a22d43-c35f-49b7-98a4-727b25301ae9,2023-05-03,Coffee - Espresso,2023-05-31,12,61.91,742.92,App,Visa,"Expiration Discount:2.0%;Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",11.0,661.1988
f84123df-348a-459e-809a-42e7eeed602b,2023-04-29,Beef - Kindney Whole,2023-04-30,14,7.410000000000001,103.74000000000001,Store,Visa,"Expiration Discount:29.0%;Bulk Purchase Discount:7.0%;Visa Card Promotion:5.0%",18.0,85.06680000000001
aa0cb49d-9223-4d63-9ff1-f280e29f8df6,2023-05-10,Honey - Comb,2023-07-03,3,97.54,292.62,Store,Visa,"Visa Card Promotion:5.0%",5.0,277.989
40b9990d-8b9a-4f39-8b66-05c13f5520f8,2023-04-19,Soup Campbells Turkey Veg.,2023-04-24,1,1.86,1.86,Store,Cash,"Expiration Discount:25.0%",25.0,1.395
cb12dcf3-e94d-4175-9822-89b1790e3a2c,2023-04-15,Syrup - Monin - Blue Curacao,2023-04-19,9,62.849999999999994,565.65,Store,Visa,"Expiration Discount:26.0%;Bulk Purchase Discount:5.0%;Visa Card Promotion:5.0%",15.5,477.97425
e98970f8-2211-420d-9d17-3900aa4404d1,2023-04-21,Coffee Beans - Chocolate,2023-07-15,15,29.33,439.95,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,395.955
c98ef301-30ec-424c-b11f-1de57cae8d3a,2023-04-13,Wine - Vidal Icewine Magnotta,2023-05-29,17,220.37,3746.29,App,Visa,"Cheese/Wine Discount:5.0%;Bulk Purchase Discount:10.0%;App Usage Promotion:20.0%;Visa Card Promotion:5.0%",15.0,3184.3465
b5e2ff94-36f1-4e2e-a841-bb700e811c6d,2023-03-29,Island Oasis - Peach Daiquiri,2023-06-18,16,128.13,2050.08,Store,Visa,"Bulk Purchase Discount:10.0%;Visa Card Promotion:5.0%",7.5,1896.324
76bc6666-359a-4dcd-999b-a4d84a9d753e,2023-04-04,Lychee,2023-07-01,4,16.08,64.32,Store,Cash,"",0.0,64.32
c5b86533-5028-4655-93af-1ef3b87e9295,2023-03-17,Contreau,2023-04-16,11,222.63,2448.93,App,Visa,"Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",11.0,2179.5477
9366b2c4-1913-400a-afe4-6ad0cf454fd0,2023-04-08,Cheese - Taleggio D.o.p.,2023-04-27,1,205.18,205.18,Store,Visa,"Expiration Discount:11.0%;Cheese/Wine Discount:10.0%;Visa Card Promotion:5.0%",10.5,183.6361
3beeb519-e5af-42de-b076-5b6e3c1acfda,2023-03-30,Persimmons,2023-05-01,14,80.81000000000002,1131.3400000000001,Store,Cash,"Bulk Purchase Discount:7.0%",7.0,1052.1462000000001
d83b822e-0b87-4c46-a1ea-04494b7a6858,2023-03-29,Towels - Paper / Kraft,2023-05-02,7,17.24,120.67999999999999,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,114.64599999999999
d3c33abf-d800-4817-9203-4d9276f64903,2023-03-27,Pastry - Cheese Baked Scones,2023-06-08,11,232.08,2552.88,App,Visa,"Cheese/Wine Discount:10.0%;Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",12.5,2233.77
5372d50d-b988-4220-82ae-6b496ac534b8,2023-04-07,Honey - Liquid,2023-07-01,16,103.96,1663.36,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,1497.024
a9cf4658-5d30-4247-a32f-6ca58c64739f,2023-04-09,Veal - Bones,2023-06-30,14,48.36,677.04,App,Visa,"Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",11.0,602.5656
693d8b9b-c11a-4366-bc58-fed3734995a3,2023-04-08,Beets,2023-04-15,16,108.46,1735.36,Store,Cash,"Expiration Discount:23.0%;Bulk Purchase Discount:10.0%",16.5,1449.0256
1bb5ac1a-90f2-425a-b1db-995d662f77c0,2023-04-25,Wine - Saint Emilion Calvet,2023-06-05,5,31.559999999999995,157.79999999999998,App,Visa,"Cheese/Wine Discount:5.0%;App Usage Promotion:5.0%;Visa Card Promotion:5.0%",5.0,149.90999999999997
aed7f340-275f-4971-82c6-b49c80609127,2023-04-13,Coffee - Ristretto Coffee Capsule,2023-06-23,12,234.0,2808.0,Store,Visa,"Bulk Purchase Discount:7.0%;Visa Card Promotion:5.0%",6.0,2639.52
8ca912ab-9491-4073-ab5f-5a21dada0e16,2023-03-21,Beef - Tenderlion Center Cut,2023-04-08,7,245.12000000000003,1715.8400000000001,Store,Visa,"Expiration Discount:12.0%;Bulk Purchase Discount:5.0%;Visa Card Promotion:5.0%",8.5,1569.9936000000002
10bd4211-1dd0-4fc6-af9d-80c33aa9ba79,2023-04-12,Pails With Lids,2023-07-08,5,156.56,782.8,App,Visa,"App Usage Promotion:5.0%;Visa Card Promotion:5.0%",5.0,743.66
f765b161-ac8b-4042-bbea-01548ead6fc0,2023-04-22,Wine - Cousino Macul Antiguas,2023-05-26,1,78.82,78.82,Store,Visa,"Cheese/Wine Discount:5.0%;Visa Card Promotion:5.0%",5.0,74.87899999999999
bf29081c-16d7-498a-93b6-4b550750a4fd,2023-03-25,Puree - Mango,2023-06-20,7,236.95,1658.6499999999999,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,1575.7174999999997
437a90ed-0079-413f-9e60-55106d92e203,2023-04-15,Soup - Campbells Chili,2023-06-13,3,167.22,501.65999999999997,Store,Cash,"",0.0,501.65999999999997
2458d286-b233-4b08-b144-0dc70f5204aa,2023-04-02,Table Cloth 91x91 Colour,2023-05-11,1,132.54,132.54,App,Visa,"App Usage Promotion:5.0%;Visa Card Promotion:5.0%",5.0,125.91299999999998
6df8f3c8-4f13-4af1-85f1-3fc2c3aa29bd,2023-05-01,Apron,2023-07-17,6,139.54,837.24,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,795.3779999999999
7965242c-8fa1-44e7-a2b4-69003e13aca6,2023-04-17,Chocolate - Mi - Amere Semi,2023-07-04,6,227.37,1364.22,App,Visa,"Bulk Purchase Discount:5.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",7.5,1261.9035000000001
6b393aae-4d31-4c52-85ce-a86d415bea20,2023-04-05,Tomatoes - Plum Canned,2023-05-31,10,68.25,682.5,Store,Cash,"Bulk Purchase Discount:7.0%",7.0,634.7249999999999
a375b459-582e-42ea-97e0-83ebf6f087fb,2023-04-14,Oysters - Smoked,2023-07-08,15,66.86,1002.9,App,Visa,"Bulk Purchase Discount:10.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",12.5,877.5375
c84c7896-988e-41ba-b053-70ac3923e66a,2023-04-19,Pork - Chop Frenched,2023-05-07,2,154.51,309.02,Store,Cash,"Expiration Discount:12.0%",12.0,271.9376
354e265a-9d44-4f89-86c5-ca24fa807b98,2023-05-10,Pastry - Baked Cinnamon Stick,2023-05-16,12,64.08,768.96,App,Visa,"Expiration Discount:24.0%;Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",19.5,619.0128
2be37c66-4820-4f96-be9c-8a712a45eed3,2023-04-03,Bread Foccacia Whole,2023-04-18,1,198.9,198.9,App,Visa,"Expiration Discount:15.0%;App Usage Promotion:5.0%;Visa Card Promotion:5.0%",10.0,179.01000000000002
5e2d5046-4bd5-4843-9275-683ab19c790a,2023-04-07,Tuna - Loin,2023-06-16,7,26.01,182.07000000000002,App,Visa,"Bulk Purchase Discount:5.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",7.5,168.41475000000003
d105ff4d-4846-4ee6-ae34-fe2118e083e2,2023-04-02,Corn Syrup,2023-04-27,8,124.55,996.4,App,Visa,"Expiration Discount:5.0%;Bulk Purchase Discount:5.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",7.5,921.6700000000001
886b6d34-54c3-4d2d-a6b8-bc4e3d7a032a,2023-05-05,Wine - Bouchard La Vignee Pinot,2023-05-06,5,202.72,1013.6,App,Visa,"Expiration Discount:29.0%;Cheese/Wine Discount:5.0%;App Usage Promotion:5.0%;Visa Card Promotion:5.0%",17.0,841.288
c096bc1e-67aa-4b20-973d-1dcf01999e90,2023-04-20,Lamb - Pieces Diced,2023-06-12,5,85.41,427.04999999999995,Store,Cash,"",0.0,427.04999999999995
353f3282-7561-4804-a5f9-edfb5a31ed81,2023-04-08,Cocoa Butter,2023-04-10,3,149.72,449.15999999999997,App,Visa,"Expiration Discount:28.0%;App Usage Promotion:5.0%;Visa Card Promotion:5.0%",16.5,375.04859999999996
b850bc0c-54cb-4b49-8fcb-de82028ab932,2023-03-30,Juice - Apple 284ml,2023-05-12,2,24.63,49.26,Store,Cash,"",0.0,49.26
7da67fae-200e-465f-a3c5-eebd7feb2173,2023-04-03,Tomato - Plum With Basil,2023-06-25,3,71.15,213.45000000000002,Store,Cash,"",0.0,213.45000000000002
5e45324f-52e7-4aba-bb3e-252bc01ef24a,2023-04-18,Wine - Magnotta White,2023-06-12,4,136.58,546.32,Store,Cash,"Cheese/Wine Discount:5.0%",5.0,519.004
f7d0228c-c226-42a3-91dc-f48d17e2a948,2023-04-01,Veal - Knuckle,2023-05-10,10,186.71,1867.1000000000001,Store,Cash,"Bulk Purchase Discount:7.0%",7.0,1736.403
d8ef4062-f03e-4bc4-aeb1-22c678a8c3d7,2023-04-12,Sugar - Brown,2023-04-28,13,218.79,2844.27,App,Visa,"Expiration Discount:14.0%;Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",14.5,2431.85085
5baef7b6-e459-4754-b6ed-b6f1de96df9a,2023-04-03,Mix - Cocktail Ice Cream,2023-05-29,15,94.51,1417.65,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,1275.8850000000002
8e7216da-bf6a-485d-be82-4b68a58aac03,2023-04-11,Bread Base - Gold Formel,2023-04-17,6,83.09,498.54,App,Visa,"Expiration Discount:24.0%;Bulk Purchase Discount:5.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",17.0,413.7882
5ce24883-74e5-48f4-8c69-e2244030f7a0,2023-04-25,Salmon - Whole 4 - 6 Pounds,2023-06-09,9,188.02,1692.18,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,1607.571
3aa14060-f8f4-4cb0-9fc5-5350095468cc,2023-04-27,Lettuce - Radicchio,2023-06-26,12,227.89,2734.68,Store,Cash,"Bulk Purchase Discount:7.0%",7.0,2543.2524
d57c9bc2-c377-4bb1-a62b-471d8ddce887,2023-03-21,Wood Chips - Regular,2023-06-06,17,191.65,3258.05,App,Visa,"Bulk Purchase Discount:10.0%;App Usage Promotion:20.0%;Visa Card Promotion:5.0%",15.0,2769.3425
c704122a-f9c2-493f-a6d0-9bbcbe89ab4e,2023-04-04,Pails With Lids,2023-06-01,1,88.1,88.1,App,Visa,"App Usage Promotion:5.0%;Visa Card Promotion:5.0%",5.0,83.695
09c14d70-2d7f-4361-8ac2-e881ad281179,2023-04-29,Strawberries,2023-05-28,2,148.88,297.76,App,Visa,"Expiration Discount:1.0%;App Usage Promotion:5.0%;Visa Card Promotion:5.0%",5.0,282.87199999999996
caba3ab4-1fca-4357-a4cb-9c821533d0c9,2023-05-01,Bread - Pita,2023-05-10,2,130.58,261.16,Store,Cash,"Expiration Discount:21.0%",21.0,206.31640000000002
57daf96e-ac25-4769-afab-37fb41d7f3ea,2023-04-12,Hand Towel,2023-05-01,12,219.89,2638.68,Store,Cash,"Expiration Discount:11.0%;Bulk Purchase Discount:7.0%",9.0,2401.1988
209a0ec4-5494-4709-a130-2896d911244c,2023-04-12,Ice Cream - Chocolate,2023-05-30,6,175.97,1055.82,App,Visa,"Bulk Purchase Discount:5.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",7.5,976.6335
a9e46388-7e1b-4dec-8390-fcc3d657efa3,2023-04-16,Lid - 16 Oz And 32 Oz,2023-04-17,10,105.72999999999999,1057.3,Store,Cash,"Expiration Discount:29.0%;Bulk Purchase Discount:7.0%",18.0,866.986
98db3b02-1953-4cbb-81e9-238b5d32c302,2023-03-17,Mayonnaise,2023-03-22,12,100.57,1206.84,Store,Cash,"Expiration Discount:25.0%;Bulk Purchase Discount:7.0%",16.0,1013.7455999999999
89ec4594-cf87-46ac-98b5-a636cadde339,2023-04-06,Tarts Assorted,2023-06-26,3,172.63,517.89,Store,Visa,"Visa Card Promotion:5.0%",5.0,491.99549999999994
f8023dac-5f5e-499b-ba17-8ffad2b1dca4,2023-05-04,Butter - Salted,2023-06-13,14,105.08,1471.12,Store,Cash,"Bulk Purchase Discount:7.0%",7.0,1368.1415999999997
eaef94b7-2ab2-4658-b4ba-d6efcec94140,2023-03-27,Amaretto,2023-05-28,13,6.89,89.57,Store,Cash,"Bulk Purchase Discount:7.0%",7.0,83.30009999999999
34e83371-4061-4122-a31d-3e4e604bc0f2,2023-04-03,Bread - White Mini Epi,2023-06-21,17,21.35,362.95000000000005,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,326.65500000000003
e243da45-8fca-4404-a96c-db3f4af250e3,2023-04-12,Lamb - Bones,2023-06-13,16,111.07,1777.12,App,Visa,"Bulk Purchase Discount:10.0%;App Usage Promotion:20.0%;Visa Card Promotion:5.0%",15.0,1510.552
6df9756b-e629-4879-aa24-53b0a18ec229,2023-04-26,Bagelers - Cinn / Brown Sugar,2023-06-23,12,210.78,2529.36,Store,Cash,"Bulk Purchase Discount:7.0%",7.0,2352.3048
2641b582-6d4f-456b-a083-58a18fe308ed,2023-05-04,Soup - Campbells Beef Barley,2023-05-28,17,206.53,3511.01,Store,Visa,"Expiration Discount:6.0%;Bulk Purchase Discount:10.0%;Visa Card Promotion:5.0%",8.0,3230.1292000000003
99771e25-c0a9-4c83-9bbc-204d2cbfca4e,2023-03-24,Pasta - Fettuccine Egg Fresh,2023-06-02,6,166.99,1001.94,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,951.843
d8a7e956-edc4-4c0a-8cfe-f8d6bc048bed,2023-05-03,Nut - Almond Blanched Whole,2023-07-14,9,53.84,484.56000000000006,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,460.33200000000005
0a073e67-f761-4d24-8305-9572a743e6f6,2023-03-17,Wine - White Schroder And Schyl,2023-03-23,13,165.67000000000002,2153.71,Store,Cash,"Expiration Discount:24.0%;Cheese/Wine Discount:5.0%;Bulk Purchase Discount:7.0%",15.5,1819.88495
4821c382-dbe7-443e-8985-3fb83a4c148b,2023-05-02,Soup - Knorr Chicken Gumbo,2023-05-11,3,236.76,710.28,Store,Cash,"Expiration Discount:21.0%",21.0,561.1212
03e8871c-e1db-4086-bd6a-38644db9bafc,2023-04-26,Wine - Red Colio Cabernet,2023-04-27,14,150.82,2111.48,Store,Visa,"Expiration Discount:29.0%;Cheese/Wine Discount:5.0%;Bulk Purchase Discount:7.0%;Visa Card Promotion:5.0%",18.0,1731.4136
4c028258-0ffa-4c94-932c-9b92b374400e,2023-05-02,Thyme - Lemon Fresh,2023-05-29,14,88.35,1236.8999999999999,Store,Cash,"Expiration Discount:3.0%;Bulk Purchase Discount:7.0%",5.0,1175.0549999999998
076f116b-5b16-4889-a15b-8523cfababa2,2023-03-13,Honey - Lavender,2023-04-13,1,11.79,11.79,App,Visa,"App Usage Promotion:5.0%;Visa Card Promotion:5.0%",5.0,11.200499999999998
6b0f8d31-892d-4660-b0d2-ed81ba82f66d,2023-05-05,Cake - Bande Of Fruit,2023-05-10,11,43.91,483.01,App,Visa,"Expiration Discount:25.0%;Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",20.0,386.408
2cc9bdc8-438c-425a-8a12-de52da70dd2a,2023-04-08,Veal - Insides Provini,2023-04-26,11,40.81,448.91,App,Visa,"Expiration Discount:12.0%;Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",13.5,388.30715000000004
de06189d-da4f-4fc3-a26f-c5824616ff27,2023-03-20,Cheese - Taleggio D.o.p.,2023-03-25,10,194.85,1948.5,Store,Visa,"Expiration Discount:25.0%;Cheese/Wine Discount:10.0%;Bulk Purchase Discount:7.0%;Visa Card Promotion:5.0%",17.5,1607.5124999999998
2a229fe3-7a42-48f0-972b-590426b4922f,2023-04-20,Table Cloth 54x54 Colour,2023-07-03,15,186.31,2794.65,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,2515.185
6bb10dd7-5a7a-476e-88c9-ad7353368b1b,2023-03-18,Nut - Walnut Chopped,2023-05-03,14,180.3,2524.2000000000003,App,Visa,"Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",11.0,2246.5380000000005
516040be-894c-4d28-b4cc-510e181960ea,2023-04-26,Turkey - Whole Fresh,2023-06-17,17,138.43,2353.31,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,2117.979
4514c881-8fc2-466e-b55f-bf586586c89f,2023-04-12,Ocean Spray - Ruby Red,2023-07-02,5,148.87,744.35,Store,Cash,"",0.0,744.35
819f2284-622c-4963-abe5-d026520e148b,2023-04-24,Nantucket - Orange Mango Cktl,2023-06-05,6,161.12,966.72,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,918.384
038c5691-23da-4e7d-a795-aba6c6fa9261,2023-04-12,Flower - Carnations,2023-05-21,6,229.61,1377.66,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,1308.777
fe9d85a9-db13-4ad2-b63f-de375d1cb550,2023-04-29,Tequila - Sauza Silver,2023-06-30,3,24.27,72.81,Store,Cash,"",0.0,72.81
0ff1224c-85aa-4558-9c1c-24c7b4ee1762,2023-04-17,Soup - Base Broth Beef,2023-05-21,14,55.81,781.34,Store,Visa,"Bulk Purchase Discount:7.0%;Visa Card Promotion:5.0%",6.0,734.4596
c2e2ef35-c902-4ffb-98bd-25972184b1bd,2023-05-04,Mikes Hard Lemonade,2023-05-24,5,62.32000000000001,311.6,Store,Cash,"Expiration Discount:10.0%",10.0,280.44000000000005
174a1b1f-6988-4f33-9cb6-0c58d871469e,2023-03-31,Pasta - Lasagna Dry,2023-06-01,12,8.24,98.88,Store,Visa,"Bulk Purchase Discount:7.0%;Visa Card Promotion:5.0%",6.0,92.9472
d04a0cb4-681f-48ae-8198-8d195ac50a38,2023-04-06,Ginsing - Fresh,2023-06-19,9,92.93,836.3700000000001,Store,Visa,"Bulk Purchase Discount:5.0%;Visa Card Promotion:5.0%",5.0,794.5515
93bd871e-aff3-4423-beb5-4573f6860cdc,2023-05-03,Capon - Breast Wing On,2023-07-27,9,171.96,1547.64,App,Visa,"Bulk Purchase Discount:5.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",7.5,1431.5670000000002
7f234ae0-234b-4084-8f3c-2d97ef366881,2023-05-07,Chocolate - Semi Sweet Calets,2023-07-30,15,197.52,2962.8,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,2666.5200000000004
ed15f70c-71db-4d7b-8d1a-9587837cc591,2023-03-20,Tray - 16in Rnd Blk,2023-06-16,12,7.88,94.56,App,Visa,"Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",11.0,84.1584
c5be6b6c-2634-409f-bdb8-b8f7c655df4c,2023-05-08,Coffee - Frthy Coffee Crisp,2023-05-31,16,22.75,364.0,App,Visa,"Expiration Discount:7.0%;Bulk Purchase Discount:10.0%;App Usage Promotion:20.0%;Visa Card Promotion:5.0%",15.0,309.4
a404c0db-486a-4c5e-9f52-4b594209f8d9,2023-05-04,Schnappes Peppermint - Walker,2023-05-20,6,19.59,117.53999999999999,App,Visa,"Expiration Discount:14.0%;Bulk Purchase Discount:5.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",12.0,103.4352
350d43d1-38fa-4596-804e-dfd32683dc13,2023-03-20,Wine - White Lindemans Bin 95,2023-04-19,9,182.21,1639.89,Store,Cash,"Cheese/Wine Discount:5.0%;Bulk Purchase Discount:5.0%",5.0,1557.8955
fcce101c-41c6-4cef-a243-c3d71780c12d,2023-05-08,Coffee Cup 12oz 5342cd,2023-07-15,10,130.1,1301.0,App,Visa,"Bulk Purchase Discount:7.0%;App Usage Promotion:10.0%;Visa Card Promotion:5.0%",8.5,1190.415
ea16a594-6dfd-486b-b77f-5c5ffc01d18c,2023-03-21,Paper - Brown Paper Mini Cups,2023-06-05,6,5.63,33.78,Store,Cash,"Bulk Purchase Discount:5.0%",5.0,32.091
21e492d1-00a6-4f72-9e00-aa8776a26c74,2023-04-30,Coffee - Frthy Coffee Crisp,2023-07-17,15,177.35,2660.25,Store,Cash,"Bulk Purchase Discount:10.0%",10.0,2394.225
499d5818-9e6f-4b57-bd57-8decdba67f96,2023-05-03,Tea - Orange Pekoe,2023-05-20,1,71.36,71.36,App,Visa,"Expiration Discount:13.0%;App Usage Promotion:5.0%;Visa Card Promotion:5.0%",9.0,64.9376
4b1e73fc-baa8-4835-ae00-18eabaf1a2e3,2023-05-02,Muffin Mix - Raisin Bran,2023-06-29,11,171.22,1883.42,App,Visa,"Bulk Purchase Discount:7.0%;App Usage Promotion:15.0%;Visa Card Promotion:5.0%",11.0,1676.2438000000002
e7a137e3-df54-4133-8337-289b1c6ac181,2023-03-23,Jack Daniels,2023-06-14,17,210.22,3573.74,Store,Cash,"March 23 Special:50.0%;Bulk Purchase Discount:10.0%",30.0,2501.6179999999995
